Time,P,V,C
12-16-57-32,5.239757537841797,5.417583465576172,1.8168487548828125
12-16-57-32,5.57316780090332,5.0659332275390625,1.9106216430664062
12-16-57-32,5.901235580444336,5.131866455078125,2.8952369689941406
12-16-57-32,6.210613250732422,5.197803497314453,2.2622718811035156
12-16-57-32,6.5302886962890625,5.351650238037109,2.00439453125
12-16-57-32,6.857213973999023,5.0,2.6608047485351562
12-16-57-32,7.177270889282227,5.197803497314453,2.4967041015625
12-16-57-32,7.4958038330078125,5.197803497314453,2.2622718811035156
12-16-57-32,7.827306747436523,5.549449920654297,1.9575080871582031
12-16-57-32,8.154993057250977,5.131866455078125,2.168498992919922
12-16-57-32,8.477340698242188,5.0659332275390625,2.6373634338378906
12-16-57-32,8.812274932861328,5.0,1.9106216430664062
12-16-57-32,9.140344619750977,5.263736724853516,1.9340667724609375
12-16-57-32,9.462692260742188,5.175823211669922,2.4967041015625
12-16-57-32,9.79037857055664,5.527473449707031,1.9340667724609375
12-16-57-33,10.113870620727539,5.175823211669922,2.4732589721679688
12-16-57-33,10.446136474609375,5.0,1.9809532165527344
12-16-57-33,10.78030776977539,5.197803497314453,2.2857131958007812
12-16-57-33,11.093118667602539,4.9340667724609375,2.824909210205078
12-16-57-33,11.419660568237305,5.263736724853516,2.2153854370117188
12-16-57-33,11.75040054321289,5.351650238037109,1.9340667724609375
12-16-57-33,12.081140518188477,5.0,2.5201454162597656
12-16-57-33,12.396238327026367,4.9340667724609375,2.5201454162597656
12-16-57-33,-12.273784637451172,5.263736724853516,2.0981674194335938
12-16-57-33,-11.93198299407959,4.9340667724609375,2.2857131958007812
12-16-57-33,-11.61802864074707,4.824176788330078,2.6139183044433594
12-16-57-33,-11.293774604797363,4.846153259277344,2.4732589721679688
12-16-57-33,-10.95731258392334,5.285713195800781,2.379486083984375
12-16-57-33,-10.626955032348633,5.527473449707031,2.6139183044433594
12-16-57-33,-10.2927827835083,5.417583465576172,2.5670318603515625
12-16-57-33,-9.94907283782959,5.637363433837891,2.2622718811035156
12-16-57-34,-9.610322952270508,5.527473449707031,2.426372528076172
12-16-57-34,-9.26852035522461,5.329669952392578,2.5904769897460938
12-16-57-34,-8.92862606048584,5.351650238037109,2.332599639892578
12-16-57-34,-8.589494705200195,5.395603179931641,2.332599639892578
12-16-57-34,-8.244258880615234,5.197803497314453,2.1450538635253906
12-16-57-34,-7.898642063140869,5.769229888916016,1.9340667724609375
12-16-57-34,-7.569809913635254,5.483516693115234,2.871795654296875
12-16-57-34,-7.222667217254639,5.351650238037109,1.6527481079101562
12-16-57-34,-6.886205673217773,5.197803497314453,2.0981674194335938
12-16-57-34,-6.555848121643066,5.219779968261719,2.707691192626953
12-16-57-34,-6.231593608856201,4.868133544921875,2.5904769897460938
12-16-57-34,-5.895514011383057,5.571430206298828,1.8168487548828125
12-16-57-34,-5.565155982971191,5.109889984130859,2.918682098388672
12-16-57-34,-5.242046356201172,5.329669952392578,2.2388267517089844
12-16-57-34,-4.911306858062744,5.6813201904296875,2.051280975341797
12-16-57-34,-4.566071510314941,5.219779968261719,2.2622718811035156
12-16-57-35,-4.230373382568359,5.197803497314453,2.332599639892578
12-16-57-35,-3.9122228622436523,5.263736724853516,1.6527481079101562
12-16-57-35,-3.572709083557129,5.263736724853516,2.2857131958007812
12-16-57-35,-3.245403289794922,5.0,2.332599639892578
12-16-57-35,-2.9230566024780273,5.351650238037109,2.332599639892578
12-16-57-35,-2.6041431427001953,5.527473449707031,2.5201454162597656
12-16-57-35,-2.280651092529297,5.285713195800781,3.1062278747558594
12-16-57-35,-1.9556341171264648,5.417583465576172,1.9340667724609375
12-16-57-35,-1.6306171417236328,5.329669952392578,1.8871803283691406
12-16-57-35,-1.3075075149536133,4.868133544921875,3.293773651123047
12-16-57-35,-0.9779129028320312,4.912086486816406,1.8402938842773438
12-16-57-35,-0.6429767608642578,5.527473449707031,1.5589752197265625
12-16-57-35,-0.3290224075317383,4.780220031738281,2.9655685424804688
12-16-57-35,-0.00209808349609375,5.0659332275390625,2.2153854370117188
12-16-57-35,0.3332185745239258,5.74725341796875,2.051280975341797
12-16-57-35,0.6792173385620117,5.131866455078125,2.426372528076172
12-16-57-36,0.9962234497070312,5.219779968261719,2.379486083984375
12-16-57-36,1.3139925003051758,5.263736724853516,2.00439453125
12-16-57-36,1.6462574005126953,5.417583465576172,2.4732589721679688
12-16-57-36,1.9655523300170898,5.0659332275390625,2.426372528076172
12-16-57-36,2.280651092529297,5.329669952392578,2.4029312133789062
12-16-57-36,2.606813430786133,5.351650238037109,2.168498992919922
12-16-57-36,2.9352636337280273,5.197803497314453,1.8871803283691406
12-16-57-36,3.257610321044922,5.0659332275390625,2.3091583251953125
12-16-57-36,3.572328567504883,4.978023529052734,2.0981674194335938
12-16-57-36,3.8851375579833984,5.043956756591797,3.0593414306640625
12-16-57-36,4.212444305419922,5.0659332275390625,2.75457763671875
12-16-57-36,4.5260162353515625,5.351650238037109,1.7699623107910156
12-16-57-36,4.859045028686523,5.329669952392578,2.824909210205078
12-16-57-36,5.184823989868164,5.109889984130859,2.121612548828125
12-16-57-36,5.5106048583984375,5.175823211669922,1.3479843139648438
12-16-57-36,5.827611923217773,4.868133544921875,2.4732589721679688
12-16-57-37,6.151102066040039,4.978023529052734,2.7311363220214844
12-16-57-37,6.4753570556640625,5.175823211669922,2.121612548828125
12-16-57-37,6.807239532470703,5.175823211669922,2.074726104736328
12-16-57-37,7.121576309204102,4.714286804199219,2.543590545654297
12-16-57-37,7.437055587768555,5.043956756591797,2.6373634338378906
12-16-57-37,7.772373199462891,5.351650238037109,2.426372528076172
12-16-57-37,8.093576431274414,5.197803497314453,2.3091583251953125
12-16-57-37,8.42774772644043,5.395603179931641,2.75457763671875
12-16-57-37,8.758869171142578,5.483516693115234,2.168498992919922
12-16-57-37,9.096857070922852,5.043956756591797,2.6842498779296875
12-16-57-37,9.424924850463867,5.549449920654297,1.7934074401855469
12-16-57-37,9.762149810791016,5.637363433837891,1.8168487548828125
12-16-57-37,10.100137710571289,5.0,2.543590545654297
12-16-57-37,10.43507194519043,5.197803497314453,2.121612548828125
12-16-57-37,10.763141632080078,5.395603179931641,1.9809532165527344
12-16-57-37,11.101129531860352,4.978023529052734,2.379486083984375
12-16-57-38,11.42652702331543,5.175823211669922,2.332599639892578
12-16-57-38,11.75955581665039,5.131866455078125,2.121612548828125
12-16-57-38,12.100214004516602,5.351650238037109,2.6139183044433594
