Time,P,V,C
12-16-58-13,-2.1406497955322266,5.219779968261719,7.044689178466797
12-16-58-13,-1.803044319152832,5.197803497314453,6.857143402099609
12-16-58-13,-1.471160888671875,5.263736724853516,7.912086486816406
12-16-58-13,-1.1564435958862305,5.175823211669922,7.724540710449219
12-16-58-13,-0.8112077713012695,5.461540222167969,7.044689178466797
12-16-58-13,-0.46978759765625,4.516483306884766,7.958972930908203
12-16-58-13,-0.17795848846435547,4.868133544921875,9.951648712158203
12-16-58-13,0.15201759338378906,5.351650238037109,7.630767822265625
12-16-58-14,0.502593994140625,5.637363433837891,7.208789825439453
12-16-58-14,0.816929817199707,5.0659332275390625,9.975090026855469
12-16-58-14,1.1331729888916016,5.197803497314453,8.521610260009766
12-16-58-14,1.472686767578125,5.6813201904296875,6.482051849365234
12-16-58-14,1.8049516677856445,5.219779968261719,9.178020477294922
12-16-58-14,2.118906021118164,4.5604400634765625,9.693771362304688
12-16-58-14,2.4313344955444336,5.571430206298828,7.302562713623047
12-16-58-14,2.767414093017578,4.912086486816406,9.623443603515625
12-16-58-14,3.0970096588134766,5.197803497314453,9.037361145019531
12-16-58-14,3.420882225036621,5.549449920654297,7.794872283935547
12-16-58-14,3.7638282775878906,5.461540222167969,8.193405151367188
12-16-58-14,4.098382949829102,5.637363433837891,8.052745819091797
12-16-58-14,4.4436187744140625,5.483516693115234,8.380950927734375
12-16-58-14,4.776264190673828,5.109889984130859,9.810989379882812
12-16-58-14,5.094034194946289,5.395603179931641,8.123077392578125
12-16-58-14,5.43927001953125,5.263736724853516,7.25567626953125
12-16-58-15,5.784503936767578,5.417583465576172,8.568496704101562
12-16-58-15,6.081674575805664,4.912086486816406,9.342124938964844
12-16-58-15,6.416990280151367,5.527473449707031,7.841758728027344
12-16-58-15,6.775959014892578,5.615383148193359,6.927471160888672
12-16-58-15,7.090295791625977,4.6923065185546875,10.983150482177734
12-16-58-15,7.403104782104492,4.626373291015625,8.826374053955078
12-16-58-15,7.751010894775391,5.923076629638672,6.880584716796875
12-16-58-15,8.096628189086914,5.109889984130859,9.881317138671875
12-16-58-15,8.42622184753418,5.571430206298828,9.342124938964844
12-16-58-15,8.773365020751953,5.461540222167969,7.419780731201172
12-16-58-15,9.122797012329102,5.879119873046875,8.920146942138672
12-16-58-15,9.448577880859375,5.527473449707031,9.482784271240234
12-16-58-15,9.780078887939453,5.769229888916016,7.396335601806641
12-16-58-15,10.125314712524414,5.483516693115234,8.474723815917969
12-16-58-15,10.4652099609375,5.637363433837891,7.302562713623047
12-16-58-15,10.78793716430664,4.824176788330078,8.662269592285156
12-16-58-16,11.105325698852539,4.978023529052734,9.224906921386719
12-16-58-16,11.410505294799805,5.351650238037109,9.084247589111328
12-16-58-16,11.756122589111328,5.769229888916016,7.654212951660156
12-16-58-16,12.092584609985352,4.714286804199219,8.826374053955078
12-16-58-16,12.39356803894043,4.626373291015625,9.764102935791016
12-16-58-16,-12.291714668273926,5.615383148193359,8.005859375
12-16-58-16,-11.949149131774902,5.8131866455078125,7.8183135986328125
12-16-58-16,-11.634431838989258,4.780220031738281,10.86593246459961
12-16-58-16,-11.307507514953613,5.263736724853516,8.216850280761719
12-16-58-16,-10.956931114196777,5.769229888916016,7.0681304931640625
12-16-58-16,-10.60826301574707,5.461540222167969,9.342124938964844
12-16-58-16,-10.28896713256836,4.714286804199219,9.670330047607422
12-16-58-16,-9.95059871673584,5.329669952392578,7.701099395751953
12-16-58-16,-9.619096755981445,4.824176788330078,9.740657806396484
12-16-58-16,-9.276912689208984,5.395603179931641,8.61538314819336
12-16-58-16,-8.94693660736084,5.8131866455078125,7.8183135986328125
12-16-58-17,-8.585297584533691,5.571430206298828,8.802928924560547
12-16-58-17,-8.23739242553711,5.923076629638672,6.904029846191406
12-16-58-17,-7.886816024780273,5.637363433837891,7.466667175292969
12-16-58-17,-7.560273170471191,5.219779968261719,9.412452697753906
12-16-58-17,-7.235256195068359,5.197803497314453,8.4981689453125
12-16-58-17,-6.899557590484619,5.571430206298828,7.74798583984375
12-16-58-17,-6.572251319885254,5.0659332275390625,9.5062255859375
12-16-58-17,-6.277370929718018,4.824176788330078,9.482784271240234
12-16-58-17,-5.939764976501465,5.417583465576172,7.115016937255859
12-16-58-17,-5.596055507659912,5.219779968261719,8.310623168945312
12-16-58-17,-5.29545259475708,4.4945068359375,10.678386688232422
12-16-58-17,-4.9692912101745605,5.527473449707031,8.334064483642578
12-16-58-17,-4.61680793762207,6.032966613769531,7.25567626953125
12-16-58-17,-4.269664764404297,5.615383148193359,9.482784271240234
12-16-58-17,-3.949225425720215,4.824176788330078,9.553112030029297
12-16-58-17,-3.6078052520751953,5.6813201904296875,7.8183135986328125
12-16-58-18,-3.269817352294922,5.219779968261719,9.529670715332031
12-16-58-18,-2.9314489364624023,5.483516693115234,8.591941833496094
12-16-58-18,-2.591172218322754,5.8131866455078125,7.25567626953125
12-16-58-18,-2.2611961364746094,5.175823211669922,8.89670181274414
12-16-58-18,-1.9159612655639648,5.351650238037109,8.123077392578125
12-16-58-18,-1.591324806213379,5.263736724853516,8.427837371826172
12-16-58-18,-1.2735557556152344,4.824176788330078,9.599998474121094
12-16-58-18,-0.9534978866577148,5.0659332275390625,8.474723815917969
12-16-58-18,-0.6231403350830078,5.527473449707031,7.583881378173828
12-16-58-18,-0.2973604202270508,5.109889984130859,9.85787582397461
12-16-58-18,0.00400543212890625,5.043956756591797,9.740657806396484
12-16-58-18,0.3358888626098633,5.461540222167969,7.232234954833984
12-16-58-18,0.6727323532104492,5.417583465576172,8.263736724853516
12-16-58-18,0.9679937362670898,4.9340667724609375,9.928203582763672
12-16-58-18,1.2914857864379883,5.043956756591797,9.060806274414062
12-16-58-18,1.6371021270751953,5.769229888916016,7.396335601806641
12-16-58-19,1.9720382690429688,4.868133544921875,10.162635803222656
12-16-58-19,2.282559394836426,4.824176788330078,9.10769271850586
12-16-58-19,2.6110095977783203,5.395603179931641,7.654212951660156
12-16-58-19,2.9421300888061523,5.043956756591797,9.412452697753906
12-16-58-19,3.2625694274902344,5.197803497314453,8.521610260009766
12-16-58-19,3.589876174926758,5.329669952392578,8.685714721679688
12-16-58-19,3.928243637084961,5.175823211669922,9.36556625366211
12-16-58-19,4.262416839599609,5.527473449707031,7.583881378173828
12-16-58-19,4.59086799621582,5.395603179931641,7.9355316162109375
12-16-58-19,4.923131942749023,4.868133544921875,9.38901138305664
12-16-58-19,5.246242523193359,5.263736724853516,8.521610260009766
12-16-58-19,5.581560134887695,5.483516693115234,7.302562713623047
12-16-58-19,5.920690536499023,5.351650238037109,8.685714721679688
12-16-58-19,6.224727630615234,4.626373291015625,9.99853515625
12-16-58-19,6.5577545166015625,5.527473449707031,7.326007843017578
12-16-58-19,6.903371810913086,5.571430206298828,7.654212951660156
12-16-58-20,7.218090057373047,4.758243560791016,11.076923370361328
12-16-58-20,7.543487548828125,5.109889984130859,8.61538314819336
12-16-58-20,7.902837753295898,5.6813201904296875,7.677654266357422
12-16-58-20,8.246166229248047,5.285713195800781,10.045421600341797
12-16-58-20,8.584917068481445,5.219779968261719,8.967033386230469
12-16-58-20,8.942741394042969,5.901100158691406,7.1853485107421875
12-16-58-20,9.287975311279297,5.351650238037109,8.920146942138672
12-16-58-20,9.623292922973633,5.527473449707031,8.404396057128906
12-16-58-20,9.964714050292969,5.483516693115234,7.279121398925781
12-16-58-20,10.287822723388672,4.626373291015625,9.787544250488281
12-16-58-20,10.618562698364258,5.263736724853516,8.052745819091797
12-16-58-20,10.947013854980469,5.483516693115234,7.912086486816406
12-16-58-20,11.283092498779297,5.351650238037109,10.25640869140625
12-16-58-20,11.626802444458008,5.615383148193359,8.334064483642578
12-16-58-20,11.981956481933594,5.989009857177734,7.372894287109375
12-16-58-20,12.321088790893555,4.912086486816406,11.076923370361328
12-16-58-21,-12.353513717651367,5.285713195800781,7.982418060302734
12-16-58-21,-12.011711120605469,5.483516693115234,7.326007843017578
12-16-58-21,-11.672961235046387,5.109889984130859,9.013919830322266
12-16-58-21,-11.371976852416992,4.582416534423828,9.881317138671875
12-16-58-21,-11.040093421936035,5.461540222167969,7.536994934082031
12-16-58-21,-10.6986722946167,5.395603179931641,8.216850280761719
12-16-58-21,-10.38166618347168,5.043956756591797,10.186080932617188
12-16-58-21,-10.048256874084473,5.0659332275390625,9.64688491821289
12-16-58-21,-9.696154594421387,5.879119873046875,7.5604400634765625
12-16-58-21,-9.35816764831543,5.351650238037109,8.732601165771484
12-16-58-21,-9.026283264160156,5.0659332275390625,8.4981689453125
12-16-58-21,-8.686007499694824,5.637363433837891,7.677654266357422
12-16-58-21,-8.356794357299805,5.0,9.342124938964844
12-16-58-21,-8.024147033691406,5.109889984130859,8.263736724853516
12-16-58-21,-7.697985649108887,5.549449920654297,7.490108489990234
12-16-58-21,-7.37830924987793,5.043956756591797,10.74871826171875
12-16-58-22,-7.047188758850098,5.549449920654297,8.216850280761719
12-16-58-22,-6.708438396453857,5.879119873046875,7.4432220458984375
12-16-58-22,-6.388761520385742,4.6923065185546875,10.74871826171875
12-16-58-22,-6.07289981842041,5.527473449707031,7.677654266357422
12-16-58-22,-5.73414945602417,5.6813201904296875,6.997802734375
12-16-58-22,-5.395018100738525,5.175823211669922,9.060806274414062
12-16-58-22,-5.091744899749756,4.4945068359375,9.834430694580078
12-16-58-22,-4.769779682159424,5.351650238037109,7.771427154541016
12-16-58-22,-4.423018455505371,5.329669952392578,8.193405151367188
12-16-58-22,-4.111734390258789,4.978023529052734,10.326740264892578
12-16-58-22,-3.7817583084106445,5.285713195800781,9.084247589111328
12-16-58-22,-3.4334707260131836,5.769229888916016,7.115016937255859
12-16-58-22,-3.105020523071289,5.417583465576172,9.084247589111328
12-16-58-22,-2.770465850830078,5.109889984130859,9.178020477294922
12-16-58-22,-2.4404897689819336,5.175823211669922,7.841758728027344
12-16-58-22,-2.1154727935791016,5.043956756591797,8.63882827758789
12-16-58-23,-1.7912187576293945,5.131866455078125,8.568496704101562
12-16-58-23,-1.451704978942871,5.571430206298828,8.61538314819336
12-16-58-23,-1.128213882446289,4.824176788330078,9.224906921386719
12-16-58-23,-0.8073930740356445,5.395603179931641,8.216850280761719
12-16-58-23,-0.47283935546875,5.175823211669922,8.61538314819336
12-16-58-23,-0.13027381896972656,4.846153259277344,10.303295135498047
12-16-58-23,0.18139171600341797,5.219779968261719,8.89670181274414
12-16-58-23,0.5315866470336914,5.615383148193359,7.654212951660156
12-16-58-23,0.8714809417724609,5.109889984130859,9.64688491821289
12-16-58-23,1.181239128112793,5.131866455078125,9.412452697753906
12-16-58-23,1.521514892578125,5.637363433837891,7.630767822265625
12-16-58-23,1.878957748413086,5.879119873046875,7.536994934082031
12-16-58-23,2.2035932540893555,5.549449920654297,9.576557159423828
12-16-58-23,2.535477638244629,5.417583465576172,9.342124938964844
12-16-58-23,2.884908676147461,5.461540222167969,8.123077392578125
12-16-58-23,3.206110954284668,5.219779968261719,8.873260498046875
12-16-58-24,3.53265380859375,5.0659332275390625,9.599998474121094
12-16-58-24,3.8614864349365234,5.329669952392578,8.35750961303711
12-16-58-24,4.186883926391602,5.131866455078125,8.826374053955078
12-16-58-24,4.5237274169921875,5.571430206298828,8.216850280761719
12-16-58-24,4.865530014038086,5.461540222167969,7.536994934082031
12-16-58-24,5.192455291748047,4.6923065185546875,10.60805892944336
12-16-58-24,5.51708984375,5.637363433837891,8.123077392578125
12-16-58-24,5.852407455444336,5.637363433837891,7.536994934082031
12-16-58-24,6.190776824951172,4.912086486816406,10.490840911865234
12-16-58-24,6.5089263916015625,5.197803497314453,9.131134033203125
12-16-58-24,6.862554550170898,5.549449920654297,7.888645172119141
12-16-58-24,7.205883026123047,4.6923065185546875,10.326740264892578
12-16-58-24,7.532806396484375,5.571430206298828,8.662269592285156
12-16-58-24,7.876516342163086,5.835163116455078,7.607326507568359
12-16-58-24,8.240825653076172,5.74725341796875,8.75604248046875
12-16-58-25,8.581483840942383,5.74725341796875,8.35750961303711
12-16-58-25,8.916799545288086,5.483516693115234,7.349449157714844
12-16-58-25,9.273860931396484,5.571430206298828,7.372894287109375
12-16-58-25,9.594301223754883,4.846153259277344,8.709156036376953
12-16-58-25,9.912832260131836,5.043956756591797,8.709156036376953
12-16-58-25,10.24166488647461,5.351650238037109,8.052745819091797
12-16-58-25,10.564775466918945,4.978023529052734,8.89670181274414
12-16-58-25,10.901235580444336,4.9340667724609375,9.36556625366211
12-16-58-25,11.238842010498047,5.285713195800781,7.9355316162109375
12-16-58-25,11.560043334960938,5.197803497314453,8.990474700927734
12-16-58-25,11.890401840209961,5.6813201904296875,8.427837371826172
12-16-58-25,12.229915618896484,5.571430206298828,8.076190948486328
12-16-58-25,-12.460707664489746,4.6923065185546875,10.373626708984375
12-16-58-25,-12.144083023071289,4.780220031738281,9.224906921386719
12-16-58-25,-11.811055183410645,5.527473449707031,7.138462066650391
12-16-58-25,-11.474594116210938,4.868133544921875,10.326740264892578
12-16-58-26,-11.156442642211914,5.0,10.021976470947266
12-16-58-26,-10.813496589660645,5.615383148193359,7.771427154541016
12-16-58-26,-10.460249900817871,5.549449920654297,9.459339141845703
12-16-58-26,-10.131036758422852,5.417583465576172,8.967033386230469
12-16-58-26,-9.799534797668457,5.395603179931641,8.123077392578125
12-16-58-26,-9.441710472106934,5.483516693115234,8.216850280761719
12-16-58-26,-9.111352920532227,5.351650238037109,8.685714721679688
12-16-58-26,-8.770313262939453,5.351650238037109,8.779487609863281
12-16-58-26,-8.418210983276367,5.351650238037109,8.63882827758789
12-16-58-26,-8.076027870178223,5.6813201904296875,8.474723815917969
12-16-58-26,-7.731173992156982,5.6813201904296875,8.61538314819336
12-16-58-26,-7.379453659057617,5.329669952392578,9.271793365478516
12-16-58-26,-7.060158729553223,5.219779968261719,8.216850280761719
12-16-58-26,-6.721789836883545,5.527473449707031,7.654212951660156
12-16-58-26,-6.38227653503418,5.175823211669922,8.451282501220703
12-16-58-26,-6.079385280609131,4.824176788330078,9.975090026855469
12-16-58-27,-5.752841949462891,5.8131866455078125,7.771427154541016
12-16-58-27,-5.408751010894775,5.417583465576172,7.5604400634765625
12-16-58-27,-5.090219020843506,4.626373291015625,10.561172485351562
12-16-58-27,-4.772449970245361,5.043956756591797,8.685714721679688
12-16-58-27,-4.437132835388184,5.329669952392578,7.138462066650391
12-16-58-27,-4.098001480102539,5.0,10.209522247314453
12-16-58-27,-3.7745094299316406,5.0,9.599998474121094
12-16-58-27,-3.4449148178100586,5.879119873046875,7.044689178466797
12-16-58-27,-3.095102310180664,5.549449920654297,8.380950927734375
12-16-58-27,-2.769702911376953,5.329669952392578,8.63882827758789
12-16-58-27,-2.442397117614746,5.109889984130859,8.4981689453125
12-16-58-27,-2.1040287017822266,5.0659332275390625,9.037361145019531
12-16-58-27,-1.7858781814575195,5.285713195800781,8.474723815917969
12-16-58-27,-1.4574270248413086,5.131866455078125,8.943588256835938
12-16-58-27,-1.121347427368164,5.109889984130859,9.10769271850586
12-16-58-27,-0.8173112869262695,5.417583465576172,9.084247589111328
12-16-58-28,-0.4938201904296875,5.417583465576172,7.841758728027344
12-16-58-28,-0.15239906311035156,5.637363433837891,7.607326507568359
12-16-58-28,0.15278053283691406,4.846153259277344,10.795604705810547
12-16-58-28,0.4659719467163086,5.285713195800781,7.958972930908203
12-16-58-28,0.796330451965332,5.769229888916016,7.5604400634765625
12-16-58-28,1.128976821899414,4.230770111083984,11.35824203491211
12-16-58-28,1.4314870834350586,5.6813201904296875,8.4981689453125
12-16-58-28,1.7614631652832031,5.6813201904296875,8.4981689453125
12-16-58-28,2.1032657623291016,5.109889984130859,9.24835205078125
12-16-58-28,2.427901268005371,5.637363433837891,8.4981689453125
12-16-58-28,2.748340606689453,5.285713195800781,8.380950927734375
12-16-58-28,3.0859460830688477,5.0659332275390625,8.89670181274414
12-16-58-28,3.414778709411621,4.912086486816406,8.89670181274414
12-16-58-28,3.7348365783691406,5.329669952392578,8.732601165771484
12-16-58-28,4.069772720336914,5.219779968261719,8.193405151367188
12-16-58-28,4.387540817260742,5.263736724853516,8.169963836669922
12-16-58-29,4.721714019775391,5.417583465576172,8.263736724853516
12-16-58-29,5.047874450683594,5.483516693115234,8.591941833496094
12-16-58-29,5.36793327331543,4.846153259277344,9.881317138671875
12-16-58-29,5.692951202392578,5.329669952392578,8.029304504394531
12-16-58-29,6.026359558105469,5.461540222167969,8.14651870727539
12-16-58-29,6.349470138549805,4.714286804199219,11.076923370361328
12-16-58-29,6.668001174926758,5.351650238037109,8.310623168945312
12-16-58-29,7.013618469238281,5.923076629638672,7.5604400634765625
12-16-58-29,7.36305046081543,4.868133544921875,10.162635803222656
12-16-58-29,7.688068389892578,5.351650238037109,9.38901138305664
12-16-58-29,8.022621154785156,5.461540222167969,7.419780731201172
12-16-58-29,8.375486373901367,4.9340667724609375,8.920146942138672
12-16-58-29,8.68906021118164,4.912086486816406,9.435897827148438
12-16-58-29,9.001487731933594,5.109889984130859,8.732601165771484
12-16-58-29,9.344816207885742,5.615383148193359,7.724540710449219
12-16-58-29,9.680513381958008,5.0659332275390625,8.193405151367188
12-16-58-30,10.009727478027344,5.175823211669922,9.318679809570312
12-16-58-30,10.342374801635742,5.175823211669922,8.263736724853516
12-16-58-30,10.66624641418457,5.219779968261719,8.35750961303711
12-16-58-30,11.002326965332031,5.285713195800781,8.451282501220703
12-16-58-30,11.33497428894043,5.351650238037109,8.240291595458984
12-16-58-30,11.65464973449707,4.978023529052734,9.975090026855469
12-16-58-30,11.991111755371094,5.527473449707031,7.865200042724609
12-16-58-30,12.340925216674805,5.483516693115234,7.349449157714844
12-16-58-30,-12.339016914367676,4.5604400634765625,10.772159576416016
12-16-58-30,-12.028495788574219,5.175823211669922,8.334064483642578
12-16-58-30,-11.677538871765137,5.74725341796875,7.701099395751953
12-16-58-30,-11.33459186553955,5.461540222167969,9.904762268066406
12-16-58-30,-11.011100769042969,5.263736724853516,8.967033386230469
12-16-58-30,-10.67883586883545,5.571430206298828,7.794872283935547
12-16-58-30,-10.32787799835205,5.131866455078125,9.787544250488281
12-16-58-30,-10.007820129394531,5.109889984130859,9.013919830322266
12-16-58-31,-9.683566093444824,5.461540222167969,7.9355316162109375
12-16-58-31,-9.340620040893555,5.395603179931641,8.545055389404297
12-16-58-31,-9.006065368652344,5.571430206298828,9.318679809570312
12-16-58-31,-8.675326347351074,4.912086486816406,8.709156036376953
12-16-58-31,-8.33161735534668,5.527473449707031,7.701099395751953
12-16-58-31,-7.998588562011719,5.527473449707031,7.771427154541016
12-16-58-31,-7.6544976234436035,5.461540222167969,7.958972930908203
12-16-58-31,-7.303921699523926,5.395603179931641,8.380950927734375
12-16-58-31,-6.991111755371094,4.648349761962891,9.38901138305664
12-16-58-31,-6.644350528717041,5.175823211669922,7.9355316162109375
12-16-58-31,-6.287289142608643,5.329669952392578,9.060806274414062
12-16-58-31,-5.9699015617370605,5.549449920654297,9.64688491821289
12-16-58-31,-5.642977237701416,5.615383148193359,8.076190948486328
12-16-58-31,-5.276379108428955,6.032966613769531,7.583881378173828
12-16-58-31,-4.939154624938965,4.978023529052734,10.912818908691406
12-16-58-31,-4.6057448387146,5.549449920654297,8.75604248046875
12-16-58-32,-4.260128021240234,5.527473449707031,7.654212951660156
12-16-58-32,-3.9213781356811523,4.516483306884766,10.021976470947266
12-16-58-32,-3.598268508911133,5.197803497314453,9.834430694580078
12-16-58-32,-3.2663841247558594,5.549449920654297,8.263736724853516
12-16-58-32,-2.9200048446655273,5.197803497314453,9.5062255859375
12-16-58-32,-2.5808725357055664,5.219779968261719,9.740657806396484
12-16-58-32,-2.2367820739746094,5.835163116455078,8.310623168945312
12-16-58-32,-1.891164779663086,4.868133544921875,9.740657806396484
12-16-58-32,-1.553177833557129,5.637363433837891,7.490108489990234
12-16-58-32,-1.2083234786987305,5.74725341796875,7.8183135986328125
12-16-58-32,-0.8745326995849609,5.0659332275390625,9.764102935791016
12-16-58-32,-0.5567636489868164,5.219779968261719,8.193405151367188
12-16-58-32,-0.21038341522216797,5.417583465576172,7.982418060302734
12-16-58-32,0.12226295471191406,4.912086486816406,10.092308044433594
12-16-58-32,0.4144735336303711,5.197803497314453,9.717216491699219
12-16-58-32,0.7345314025878906,5.74725341796875,7.232234954833984
12-16-58-33,1.0759515762329102,5.329669952392578,8.099632263183594
12-16-58-33,1.3826580047607422,4.912086486816406,9.693771362304688
12-16-58-33,1.6886014938354492,5.0,9.178020477294922
12-16-58-33,2.0265884399414062,5.395603179931641,7.326007843017578
12-16-58-33,2.350461959838867,4.626373291015625,9.435897827148438
12-16-58-33,2.6621274948120117,4.714286804199219,10.186080932617188
12-16-58-33,2.9665441513061523,5.527473449707031,7.654212951660156
12-16-58-33,3.304532051086426,5.0659332275390625,9.553112030029297
12-16-58-33,3.6398487091064453,4.912086486816406,9.459339141845703
12-16-58-33,3.9793624877929688,5.395603179931641,8.779487609863281
12-16-58-33,4.315824508666992,5.461540222167969,8.61538314819336
12-16-58-33,4.650758743286133,5.615383148193359,7.583881378173828
12-16-58-33,5.004386901855469,5.395603179931641,7.841758728027344
12-16-58-33,5.356107711791992,5.175823211669922,9.201465606689453
12-16-58-33,5.674638748168945,5.461540222167969,8.4981689453125
12-16-58-33,6.016441345214844,5.461540222167969,8.005859375
12-16-58-34,6.367780685424805,5.0659332275390625,9.975090026855469
12-16-58-34,6.680971145629883,5.329669952392578,9.084247589111328
12-16-58-34,7.024681091308594,5.967033386230469,7.138462066650391
12-16-58-34,7.386701583862305,5.483516693115234,8.662269592285156
12-16-58-34,7.701801300048828,5.0,9.38901138305664
12-16-58-34,8.013084411621094,4.978023529052734,8.591941833496094
12-16-58-34,8.368619918823242,5.417583465576172,7.583881378173828
12-16-58-34,8.69058609008789,5.043956756591797,9.154579162597656
12-16-58-34,9.005302429199219,4.758243560791016,9.623443603515625
12-16-58-34,9.332609176635742,5.74725341796875,7.161903381347656
12-16-58-34,9.67326545715332,5.769229888916016,9.084247589111328
12-16-58-34,10.000190734863281,5.263736724853516,8.732601165771484
12-16-58-34,10.33894157409668,5.461540222167969,7.794872283935547
12-16-58-34,10.65709114074707,4.978023529052734,8.849815368652344
12-16-58-34,10.974098205566406,4.9340667724609375,8.61538314819336
12-16-58-34,11.298351287841797,5.197803497314453,8.310623168945312
12-16-58-35,11.606966018676758,4.582416534423828,9.810989379882812
12-16-58-35,11.906042098999023,5.131866455078125,8.052745819091797
12-16-58-35,12.234111785888672,5.417583465576172,8.35750961303711
12-16-58-35,-12.427138328552246,4.978023529052734,8.849815368652344
12-16-58-35,-12.126535415649414,5.0659332275390625,9.904762268066406
12-16-58-35,-11.80418872833252,5.285713195800781,8.474723815917969
12-16-58-35,-11.453230857849121,5.329669952392578,7.490108489990234
12-16-58-35,-11.123636245727539,4.582416534423828,10.303295135498047
12-16-58-35,-10.81883716583252,4.846153259277344,9.717216491699219
12-16-58-35,-10.475128173828125,5.703296661376953,7.912086486816406
12-16-58-35,-10.120737075805664,5.417583465576172,10.74871826171875
12-16-58-35,-9.784656524658203,5.351650238037109,10.11574935913086
12-16-58-35,-9.450484275817871,5.175823211669922,7.4432220458984375
12-16-58-35,-9.104486465454102,5.285713195800781,9.060806274414062
12-16-58-35,-8.761157989501953,5.549449920654297,8.451282501220703
12-16-58-35,-8.425841331481934,5.835163116455078,8.099632263183594
12-16-58-36,-8.07717227935791,5.395603179931641,8.61538314819336
12-16-58-36,-7.72926664352417,5.8131866455078125,7.115016937255859
12-16-58-36,-7.386320114135742,5.285713195800781,7.841758728027344
12-16-58-36,-7.059395790100098,4.780220031738281,9.975090026855469
12-16-58-36,-6.743915557861328,5.219779968261719,7.865200042724609
12-16-58-36,-6.407835483551025,5.395603179931641,8.287178039550781
12-16-58-36,-6.06984806060791,4.780220031738281,10.350181579589844
12-16-58-36,-5.772297382354736,5.197803497314453,9.271793365478516
12-16-58-36,-5.441557884216309,5.549449920654297,8.685714721679688
12-16-58-36,-5.084496974945068,5.175823211669922,8.005859375
12-16-58-36,-4.762531280517578,4.824176788330078,10.654945373535156
12-16-58-36,-4.438658714294434,5.74725341796875,8.216850280761719
12-16-58-36,-4.07473087310791,5.8131866455078125,7.326007843017578
12-16-58-36,-3.732166290283203,5.0,8.802928924560547
12-16-58-36,-3.4075307846069336,5.131866455078125,9.318679809570312
12-16-58-36,-3.0622949600219727,5.571430206298828,7.279121398925781
12-16-58-37,-2.7334632873535156,4.978023529052734,9.318679809570312
12-16-58-37,-2.3981456756591797,5.043956756591797,8.990474700927734
12-16-58-37,-2.06893253326416,5.74725341796875,7.208789825439453
12-16-58-37,-1.7378120422363281,4.978023529052734,9.131134033203125
12-16-58-37,-1.4017314910888672,5.109889984130859,8.240291595458984
12-16-58-37,-1.0736627578735352,5.461540222167969,7.5604400634765625
12-16-58-37,-0.7604713439941406,4.868133544921875,10.60805892944336
12-16-58-37,-0.4446096420288086,5.417583465576172,7.466667175292969
12-16-58-37,-0.10700416564941406,5.571430206298828,7.0681304931640625
12-16-58-37,0.22602462768554688,4.714286804199219,10.092308044433594
12-16-58-37,0.5136566162109375,4.846153259277344,8.967033386230469
12-16-58-37,0.837529182434082,5.219779968261719,8.61538314819336
12-16-58-37,1.188868522644043,5.351650238037109,8.709156036376953
12-16-58-37,1.490234375,5.0,10.186080932617188
12-16-58-37,1.812962532043457,5.417583465576172,9.154579162597656
12-16-58-37,2.1570539474487305,5.329669952392578,7.161903381347656
12-16-58-38,2.4988555908203125,4.868133544921875,10.186080932617188
12-16-58-38,2.812809944152832,5.175823211669922,9.764102935791016
12-16-58-38,3.142404556274414,5.571430206298828,7.912086486816406
12-16-58-38,3.4864959716796875,5.263736724853516,9.787544250488281
12-16-58-38,3.8248653411865234,4.978023529052734,9.5062255859375
12-16-58-38,4.149881362915039,5.549449920654297,7.724540710449219
12-16-58-38,4.49359130859375,5.263736724853516,8.826374053955078
12-16-58-38,4.837301254272461,5.417583465576172,7.841758728027344
12-16-58-38,5.176813125610352,5.549449920654297,8.099632263183594
12-16-58-38,5.507171630859375,5.043956756591797,10.490840911865234
12-16-58-38,5.825704574584961,5.417583465576172,7.583881378173828
12-16-58-38,6.176279067993164,5.769229888916016,7.419780731201172
12-16-58-38,6.504730224609375,5.175823211669922,10.045421600341797
12-16-58-38,6.815252304077148,5.0,8.826374053955078
12-16-58-38,7.153619766235352,5.571430206298828,7.1853485107421875
12-16-58-38,7.4904632568359375,5.285713195800781,8.263736724853516
12-16-58-39,7.793354034423828,5.043956756591797,9.904762268066406
12-16-58-39,8.106164932250977,4.780220031738281,9.013919830322266
12-16-58-39,8.452926635742188,5.417583465576172,7.536994934082031
12-16-58-39,8.787097930908203,4.714286804199219,10.561172485351562
12-16-58-39,9.095331192016602,5.0,9.693771362304688
12-16-58-39,9.435224533081055,5.615383148193359,7.701099395751953
12-16-58-39,9.797626495361328,5.549449920654297,8.89670181274414
12-16-58-39,10.143625259399414,5.351650238037109,9.131134033203125
12-16-58-39,10.481613159179688,5.703296661376953,7.958972930908203
12-16-58-39,10.828756332397461,5.351650238037109,9.271793365478516
12-16-58-39,11.170175552368164,5.615383148193359,8.4981689453125
12-16-58-39,11.506637573242188,5.175823211669922,8.287178039550781
12-16-58-39,11.828222274780273,4.868133544921875,9.810989379882812
12-16-58-39,12.162393569946289,5.527473449707031,8.005859375
12-16-58-39,-12.48321533203125,5.527473449707031,7.396335601806641
12-16-58-39,-12.158198356628418,4.582416534423828,11.334796905517578
12-16-58-40,-11.854162216186523,5.571430206298828,9.295238494873047
12-16-58-40,-11.5177001953125,5.615383148193359,8.849815368652344
12-16-58-40,-11.163310050964355,5.219779968261719,10.162635803222656
12-16-58-40,-10.864614486694336,5.351650238037109,10.443954467773438
